[2024-12-24 14:38:36,429][INFO] Running PROJECT: CRC-DX, P LEARNING RATE: 0.001, OPTIMIZER: ADAMW, NUM EPOCHS: 15, BATCH SIZE: 2048, DEVICES: cuda, SMOOTHING: 0.1
[2024-12-24 14:38:36,429][INFO] params["in_chans"]=[200, 16]
[2024-12-24 14:38:36,429][INFO] params["dims"]=[512, 512]
[2024-12-24 14:38:36,430][INFO] params["out_chans"]=[16, 8]
[2024-12-24 14:38:36,430][INFO] params["heads"]=[8, 4]
[2024-12-24 14:38:36,430][INFO] params["dropout"]=[0.8, 0.4, 0.4]
[2024-12-24 14:40:06,735][INFO] Epoch[1/15], loss:0.8342, CE loss:0.8342
[2024-12-24 14:40:06,736][INFO] Epoch[1/15], train B-acc: 0.5000(0.5000-0.5000), test B-acc: 0.5000(0.5000-0.5000)
[2024-12-24 14:40:06,736][INFO] Epoch[1/15], train AUC: 0.7341(0.6256-0.8198), test AUC: 0.6448(0.5009-0.7693)
[2024-12-24 14:41:50,747][INFO] Epoch[2/15], loss:0.4923, CE loss:0.4923
[2024-12-24 14:41:50,747][INFO] Epoch[2/15], train B-acc: 0.6092(0.5413-0.6778), test B-acc: 0.5962(0.5217-0.6786)
[2024-12-24 14:41:50,748][INFO] Epoch[2/15], train AUC: 0.7796(0.6926-0.8589), test AUC: 0.7164(0.5851-0.8322)
[2024-12-24 14:43:32,663][INFO] Epoch[3/15], loss:0.4445, CE loss:0.4445
[2024-12-24 14:43:32,663][INFO] Epoch[3/15], train B-acc: 0.5601(0.5134-0.6172), test B-acc: 0.5370(0.5000-0.5962)
[2024-12-24 14:43:32,665][INFO] Epoch[3/15], train AUC: 0.8000(0.7151-0.8709), test AUC: 0.7141(0.5895-0.8248)
[2024-12-24 14:45:13,401][INFO] Epoch[4/15], loss:0.4218, CE loss:0.4218
[2024-12-24 14:45:13,401][INFO] Epoch[4/15], train B-acc: 0.5477(0.5079-0.6081), test B-acc: 0.5370(0.5000-0.5952)
[2024-12-24 14:45:13,401][INFO] Epoch[4/15], train AUC: 0.8234(0.7354-0.8967), test AUC: 0.7227(0.6012-0.8320)
[2024-12-24 14:46:53,465][INFO] Epoch[5/15], loss:0.4109, CE loss:0.4109
[2024-12-24 14:46:53,465][INFO] Epoch[5/15], train B-acc: 0.6257(0.5579-0.6987), test B-acc: 0.5735(0.5179-0.6471)
[2024-12-24 14:46:53,465][INFO] Epoch[5/15], train AUC: 0.8444(0.7661-0.9062), test AUC: 0.7436(0.6227-0.8481)
[2024-12-24 14:48:34,989][INFO] Epoch[6/15], loss:0.4018, CE loss:0.4018
[2024-12-24 14:48:34,989][INFO] Epoch[6/15], train B-acc: 0.6025(0.5405-0.6711), test B-acc: 0.5536(0.5000-0.6250)
[2024-12-24 14:48:34,990][INFO] Epoch[6/15], train AUC: 0.8616(0.7880-0.9190), test AUC: 0.7644(0.6449-0.8625)
[2024-12-24 14:50:11,491][INFO] Epoch[7/15], loss:0.3936, CE loss:0.3936
[2024-12-24 14:50:11,491][INFO] Epoch[7/15], train B-acc: 0.6929(0.6126-0.7740), test B-acc: 0.6364(0.5556-0.7200)
[2024-12-24 14:50:11,491][INFO] Epoch[7/15], train AUC: 0.8786(0.8064-0.9362), test AUC: 0.7803(0.6578-0.8803)
[2024-12-24 14:51:47,377][INFO] Epoch[8/15], loss:0.3846, CE loss:0.3846
[2024-12-24 14:51:47,378][INFO] Epoch[8/15], train B-acc: 0.6922(0.6131-0.7681), test B-acc: 0.6333(0.5536-0.7273)
[2024-12-24 14:51:47,378][INFO] Epoch[8/15], train AUC: 0.8906(0.8271-0.9456), test AUC: 0.7954(0.6829-0.8955)
[2024-12-24 14:53:24,220][INFO] Epoch[9/15], loss:0.3765, CE loss:0.3765
[2024-12-24 14:53:24,222][INFO] Epoch[9/15], train B-acc: 0.7056(0.6342-0.7872), test B-acc: 0.6316(0.5500-0.7222)
[2024-12-24 14:53:24,222][INFO] Epoch[9/15], train AUC: 0.9074(0.8327-0.9596), test AUC: 0.8065(0.6944-0.9009)
[2024-12-24 14:55:01,070][INFO] Epoch[10/15], loss:0.3690, CE loss:0.3690
[2024-12-24 14:55:01,071][INFO] Epoch[10/15], train B-acc: 0.7514(0.6774-0.8333), test B-acc: 0.7097(0.6176-0.8095)
[2024-12-24 14:55:01,071][INFO] Epoch[10/15], train AUC: 0.9212(0.8581-0.9665), test AUC: 0.8207(0.7078-0.9134)
[2024-12-24 14:56:36,641][INFO] Epoch[11/15], loss:0.3598, CE loss:0.3598
[2024-12-24 14:56:36,641][INFO] Epoch[11/15], train B-acc: 0.7672(0.6869-0.8485), test B-acc: 0.7429(0.6458-0.8382)
[2024-12-24 14:56:36,643][INFO] Epoch[11/15], train AUC: 0.9315(0.8662-0.9716), test AUC: 0.8244(0.7056-0.9120)
[2024-12-24 14:58:12,404][INFO] Epoch[12/15], loss:0.3523, CE loss:0.3523
[2024-12-24 14:58:12,405][INFO] Epoch[12/15], train B-acc: 0.8071(0.7271-0.8794), test B-acc: 0.7347(0.6400-0.8382)
[2024-12-24 14:58:12,405][INFO] Epoch[12/15], train AUC: 0.9423(0.8806-0.9784), test AUC: 0.8306(0.7302-0.9172)
[2024-12-24 14:59:47,657][INFO] Epoch[13/15], loss:0.3445, CE loss:0.3445
[2024-12-24 14:59:47,667][INFO] Epoch[13/15], train B-acc: 0.8328(0.7544-0.9024), test B-acc: 0.7516(0.6528-0.8400)
[2024-12-24 14:59:47,667][INFO] Epoch[13/15], train AUC: 0.9523(0.8978-0.9831), test AUC: 0.8368(0.7253-0.9199)
[2024-12-24 15:01:23,536][INFO] Epoch[14/15], loss:0.3378, CE loss:0.3378
[2024-12-24 15:01:23,536][INFO] Epoch[14/15], train B-acc: 0.8908(0.8230-0.9501), test B-acc: 0.7750(0.6771-0.8760)
[2024-12-24 15:01:23,536][INFO] Epoch[14/15], train AUC: 0.9577(0.9094-0.9871), test AUC: 0.8339(0.7290-0.9243)
[2024-12-24 15:02:58,794][INFO] Epoch[15/15], loss:0.3302, CE loss:0.3302
[2024-12-24 15:02:58,794][INFO] Epoch[15/15], train B-acc: 0.9093(0.8485-0.9618), test B-acc: 0.7667(0.6661-0.8645)
[2024-12-24 15:02:58,794][INFO] Epoch[15/15], train AUC: 0.9662(0.9229-0.9912), test AUC: 0.8330(0.7284-0.9248)
