[2024-12-21 17:41:52,029][INFO] Running PROJECT: CRC-DX, P LEARNING RATE: 0.001, OPTIMIZER: ADAMW, NUM EPOCHS: 15, BATCH SIZE: 2048, DEVICES: cuda, SMOOTHING: 0.1
[2024-12-21 17:41:52,030][INFO] params["in_chans"]=[200, 16]
[2024-12-21 17:41:52,030][INFO] params["dims"]=[512, 512]
[2024-12-21 17:41:52,030][INFO] params["out_chans"]=[16, 8]
[2024-12-21 17:41:52,031][INFO] params["heads"]=[8, 4]
[2024-12-21 17:41:52,031][INFO] params["dropout"]=[0.8, 0.4, 0.4]
[2024-12-21 17:45:20,918][INFO] Epoch[1/15], loss:0.8153, CE loss:0.8153
[2024-12-21 17:45:20,918][INFO] Epoch[1/15], train B-acc: 0.5572(0.5073-0.6137), test B-acc: 0.5357(0.5000-0.6000)
[2024-12-21 17:45:20,919][INFO] Epoch[1/15], train AUC: 0.7499(0.6469-0.8369), test AUC: 0.6885(0.5491-0.8010)
[2024-12-21 17:47:27,347][INFO] Epoch[2/15], loss:0.4852, CE loss:0.4852
[2024-12-21 17:47:27,348][INFO] Epoch[2/15], train B-acc: 0.5000(0.5000-0.5000), test B-acc: 0.5000(0.5000-0.5000)
[2024-12-21 17:47:27,348][INFO] Epoch[2/15], train AUC: 0.7772(0.6779-0.8595), test AUC: 0.7019(0.5635-0.8124)
[2024-12-21 17:49:18,450][INFO] Epoch[3/15], loss:0.4373, CE loss:0.4373
[2024-12-21 17:49:18,450][INFO] Epoch[3/15], train B-acc: 0.5840(0.5256-0.6556), test B-acc: 0.5536(0.5000-0.6304)
[2024-12-21 17:49:18,451][INFO] Epoch[3/15], train AUC: 0.8069(0.7203-0.8803), test AUC: 0.7267(0.6075-0.8324)
[2024-12-21 17:51:09,836][INFO] Epoch[4/15], loss:0.4143, CE loss:0.4143
[2024-12-21 17:51:09,836][INFO] Epoch[4/15], train B-acc: 0.5612(0.5116-0.6184), test B-acc: 0.5370(0.5000-0.5972)
[2024-12-21 17:51:09,837][INFO] Epoch[4/15], train AUC: 0.8359(0.7470-0.9098), test AUC: 0.7543(0.6335-0.8602)
[2024-12-21 17:53:06,813][INFO] Epoch[5/15], loss:0.4020, CE loss:0.4020
[2024-12-21 17:53:06,813][INFO] Epoch[5/15], train B-acc: 0.5985(0.5362-0.6665), test B-acc: 0.5750(0.5172-0.6500)
[2024-12-21 17:53:06,813][INFO] Epoch[5/15], train AUC: 0.8604(0.7810-0.9206), test AUC: 0.7674(0.6492-0.8673)
[2024-12-21 17:55:03,226][INFO] Epoch[6/15], loss:0.3921, CE loss:0.3921
[2024-12-21 17:55:03,226][INFO] Epoch[6/15], train B-acc: 0.6387(0.5704-0.7214), test B-acc: 0.5938(0.5217-0.6774)
[2024-12-21 17:55:03,227][INFO] Epoch[6/15], train AUC: 0.8762(0.8039-0.9334), test AUC: 0.7877(0.6707-0.8864)
[2024-12-21 17:57:01,332][INFO] Epoch[7/15], loss:0.3842, CE loss:0.3842
[2024-12-21 17:57:01,333][INFO] Epoch[7/15], train B-acc: 0.6501(0.5865-0.7357), test B-acc: 0.5938(0.5227-0.6833)
[2024-12-21 17:57:01,334][INFO] Epoch[7/15], train AUC: 0.8941(0.8208-0.9460), test AUC: 0.8071(0.6912-0.9033)
[2024-12-21 17:59:01,610][INFO] Epoch[8/15], loss:0.3761, CE loss:0.3761
[2024-12-21 17:59:01,610][INFO] Epoch[8/15], train B-acc: 0.6915(0.6154-0.7695), test B-acc: 0.6316(0.5556-0.7174)
[2024-12-21 17:59:01,610][INFO] Epoch[8/15], train AUC: 0.9099(0.8393-0.9587), test AUC: 0.8176(0.7103-0.9114)
[2024-12-21 18:00:58,775][INFO] Epoch[9/15], loss:0.3664, CE loss:0.3664
[2024-12-21 18:00:58,775][INFO] Epoch[9/15], train B-acc: 0.6947(0.6240-0.7710), test B-acc: 0.6538(0.5682-0.7500)
[2024-12-21 18:00:58,775][INFO] Epoch[9/15], train AUC: 0.9233(0.8538-0.9666), test AUC: 0.8286(0.7207-0.9181)
[2024-12-21 18:02:54,428][INFO] Epoch[10/15], loss:0.3595, CE loss:0.3595
[2024-12-21 18:02:54,429][INFO] Epoch[10/15], train B-acc: 0.7537(0.6683-0.8382), test B-acc: 0.7143(0.6154-0.8103)
[2024-12-21 18:02:54,429][INFO] Epoch[10/15], train AUC: 0.9295(0.8654-0.9718), test AUC: 0.8409(0.7288-0.9219)
[2024-12-21 18:04:47,195][INFO] Epoch[11/15], loss:0.3524, CE loss:0.3524
[2024-12-21 18:04:47,195][INFO] Epoch[11/15], train B-acc: 0.7669(0.6859-0.8450), test B-acc: 0.7083(0.6087-0.8036)
[2024-12-21 18:04:47,195][INFO] Epoch[11/15], train AUC: 0.9426(0.8719-0.9795), test AUC: 0.8487(0.7462-0.9287)
[2024-12-21 18:06:40,455][INFO] Epoch[12/15], loss:0.3475, CE loss:0.3475
[2024-12-21 18:06:40,456][INFO] Epoch[12/15], train B-acc: 0.8081(0.7283-0.8820), test B-acc: 0.7378(0.6400-0.8348)
[2024-12-21 18:06:40,456][INFO] Epoch[12/15], train AUC: 0.9504(0.8865-0.9839), test AUC: 0.8523(0.7535-0.9288)
[2024-12-21 18:08:32,540][INFO] Epoch[13/15], loss:0.3369, CE loss:0.3369
[2024-12-21 18:08:32,540][INFO] Epoch[13/15], train B-acc: 0.8095(0.7340-0.8829), test B-acc: 0.7292(0.6346-0.8214)
[2024-12-21 18:08:32,540][INFO] Epoch[13/15], train AUC: 0.9613(0.9133-0.9886), test AUC: 0.8558(0.7595-0.9266)
[2024-12-21 18:10:27,548][INFO] Epoch[14/15], loss:0.3291, CE loss:0.3291
[2024-12-21 18:10:27,549][INFO] Epoch[14/15], train B-acc: 0.8488(0.7804-0.9167), test B-acc: 0.7511(0.6472-0.8501)
[2024-12-21 18:10:27,549][INFO] Epoch[14/15], train AUC: 0.9686(0.9226-0.9924), test AUC: 0.8601(0.7600-0.9329)
[2024-12-21 18:12:19,318][INFO] Epoch[15/15], loss:0.3228, CE loss:0.3228
[2024-12-21 18:12:19,319][INFO] Epoch[15/15], train B-acc: 0.8616(0.7884-0.9348), test B-acc: 0.7667(0.6601-0.8695)
[2024-12-21 18:12:19,319][INFO] Epoch[15/15], train AUC: 0.9715(0.9257-0.9943), test AUC: 0.8602(0.7590-0.9424)
