[2024-12-03 15:10:47,886][INFO] Running PROJECT: CRC-DX, P LEARNING RATE: 0.001, OPTIMIZER: ADAMW, NUM EPOCHS: 15, BATCH SIZE: 2048, DEVICES: cuda, SMOOTHING: 0.03
[2024-12-03 15:10:47,886][INFO] params["in_chans"]=[200, 16]
[2024-12-03 15:10:47,887][INFO] params["dims"]=[512, 512]
[2024-12-03 15:10:47,887][INFO] params["out_chans"]=[16, 8]
[2024-12-03 15:10:47,887][INFO] params["heads"]=[8, 4]
[2024-12-03 15:10:47,887][INFO] params["dropout"]=[0.8, 0.4, 0.4]
[2024-12-03 15:12:22,337][INFO] Epoch[1/15], loss:0.8017, CE loss:0.8017
[2024-12-03 15:12:22,337][INFO] Epoch[1/15], train B-acc: 0.5000(0.5000-0.5000), test B-acc: 0.5000(0.5000-0.5000)
[2024-12-03 15:12:22,338][INFO] Epoch[1/15], train weighted-f1: 0.7849(0.7251-0.8459), test weighted-f1: 0.6294(0.5121-0.7529)
[2024-12-03 15:12:22,346][INFO] Epoch[1/15], train AUC: 0.7358(0.6339-0.8296), test AUC: 0.7006(0.5530-0.8272)
[2024-12-03 15:14:07,125][INFO] Epoch[2/15], loss:0.4206, CE loss:0.4206
[2024-12-03 15:14:07,125][INFO] Epoch[2/15], train B-acc: 0.6165(0.5419-0.6941), test B-acc: 0.6546(0.5636-0.7516)
[2024-12-03 15:14:07,126][INFO] Epoch[2/15], train weighted-f1: 0.8307(0.7772-0.8784), test weighted-f1: 0.7790(0.6815-0.8688)
[2024-12-03 15:14:07,126][INFO] Epoch[2/15], train AUC: 0.7898(0.6992-0.8627), test AUC: 0.7386(0.6066-0.8437)
[2024-12-03 15:15:47,958][INFO] Epoch[3/15], loss:0.3599, CE loss:0.3599
[2024-12-03 15:15:47,958][INFO] Epoch[3/15], train B-acc: 0.5581(0.5120-0.6179), test B-acc: 0.5370(0.5000-0.6000)
[2024-12-03 15:15:47,958][INFO] Epoch[3/15], train weighted-f1: 0.8222(0.7655-0.8785), test weighted-f1: 0.6739(0.5505-0.7831)
[2024-12-03 15:15:47,959][INFO] Epoch[3/15], train AUC: 0.8060(0.7246-0.8796), test AUC: 0.7309(0.6024-0.8448)
[2024-12-03 15:17:29,404][INFO] Epoch[4/15], loss:0.3354, CE loss:0.3354
[2024-12-03 15:17:29,405][INFO] Epoch[4/15], train B-acc: 0.6263(0.5584-0.7022), test B-acc: 0.5952(0.5227-0.6739)
[2024-12-03 15:17:29,405][INFO] Epoch[4/15], train weighted-f1: 0.8564(0.7988-0.9073), test weighted-f1: 0.7346(0.6283-0.8345)
[2024-12-03 15:17:29,405][INFO] Epoch[4/15], train AUC: 0.8334(0.7484-0.9019), test AUC: 0.7517(0.6270-0.8533)
[2024-12-03 15:19:13,787][INFO] Epoch[5/15], loss:0.3170, CE loss:0.3170
[2024-12-03 15:19:13,787][INFO] Epoch[5/15], train B-acc: 0.6137(0.5539-0.6906), test B-acc: 0.5741(0.5179-0.6500)
[2024-12-03 15:19:13,787][INFO] Epoch[5/15], train weighted-f1: 0.8507(0.7913-0.8991), test weighted-f1: 0.7147(0.5992-0.8182)
[2024-12-03 15:19:13,787][INFO] Epoch[5/15], train AUC: 0.8548(0.7783-0.9202), test AUC: 0.7589(0.6383-0.8689)
[2024-12-03 15:20:55,931][INFO] Epoch[6/15], loss:0.3037, CE loss:0.3037
[2024-12-03 15:20:55,931][INFO] Epoch[6/15], train B-acc: 0.6913(0.6139-0.7719), test B-acc: 0.6346(0.5517-0.7273)
[2024-12-03 15:20:55,931][INFO] Epoch[6/15], train weighted-f1: 0.8869(0.8367-0.9313), test weighted-f1: 0.7661(0.6560-0.8711)
[2024-12-03 15:20:55,931][INFO] Epoch[6/15], train AUC: 0.8726(0.7933-0.9334), test AUC: 0.7870(0.6748-0.8837)
[2024-12-03 15:22:39,030][INFO] Epoch[7/15], loss:0.2890, CE loss:0.2890
[2024-12-03 15:22:39,030][INFO] Epoch[7/15], train B-acc: 0.6943(0.6161-0.7749), test B-acc: 0.6136(0.5370-0.6912)
