[2024-12-24 14:09:12,939][INFO] Running PROJECT: CRC-DX, P LEARNING RATE: 0.001, OPTIMIZER: ADAMW, NUM EPOCHS: 15, BATCH SIZE: 2048, DEVICES: cuda, SMOOTHING: 0.1
[2024-12-24 14:09:12,939][INFO] params["in_chans"]=[200, 16]
[2024-12-24 14:09:12,939][INFO] params["dims"]=[512, 512]
[2024-12-24 14:09:12,939][INFO] params["out_chans"]=[16, 8]
[2024-12-24 14:09:12,939][INFO] params["heads"]=[8, 4]
[2024-12-24 14:09:12,940][INFO] params["dropout"]=[0.8, 0.4, 0.4]
[2024-12-24 14:12:12,524][INFO] Epoch[1/15], loss:0.8398, CE loss:0.8398
[2024-12-24 14:12:12,524][INFO] Epoch[1/15], train B-acc: 0.5000(0.5000-0.5000), test B-acc: 0.5000(0.5000-0.5000)
[2024-12-24 14:12:12,525][INFO] Epoch[1/15], train AUC: 0.7384(0.6333-0.8277), test AUC: 0.6460(0.5006-0.7742)
[2024-12-24 14:14:35,499][INFO] Epoch[2/15], loss:0.4949, CE loss:0.4949
[2024-12-24 14:14:35,499][INFO] Epoch[2/15], train B-acc: 0.5630(0.5165-0.6290), test B-acc: 0.5702(0.5088-0.6517)
[2024-12-24 14:14:35,499][INFO] Epoch[2/15], train AUC: 0.7770(0.6903-0.8560), test AUC: 0.7019(0.5692-0.8148)
[2024-12-24 14:16:29,108][INFO] Epoch[3/15], loss:0.4402, CE loss:0.4402
[2024-12-24 14:16:29,108][INFO] Epoch[3/15], train B-acc: 0.5513(0.5122-0.6111), test B-acc: 0.5000(0.5000-0.5000)
[2024-12-24 14:16:29,110][INFO] Epoch[3/15], train AUC: 0.8009(0.7203-0.8745), test AUC: 0.6975(0.5670-0.8202)
[2024-12-24 14:18:25,918][INFO] Epoch[4/15], loss:0.4196, CE loss:0.4196
[2024-12-24 14:18:25,919][INFO] Epoch[4/15], train B-acc: 0.6105(0.5470-0.6925), test B-acc: 0.5741(0.5156-0.6500)
[2024-12-24 14:18:25,919][INFO] Epoch[4/15], train AUC: 0.8271(0.7419-0.8937), test AUC: 0.7280(0.5997-0.8413)
[2024-12-24 14:20:06,270][INFO] Epoch[5/15], loss:0.4074, CE loss:0.4074
[2024-12-24 14:20:06,271][INFO] Epoch[5/15], train B-acc: 0.5984(0.5362-0.6630), test B-acc: 0.5741(0.5167-0.6522)
[2024-12-24 14:20:06,271][INFO] Epoch[5/15], train AUC: 0.8476(0.7668-0.9086), test AUC: 0.7480(0.6290-0.8481)
[2024-12-24 14:21:43,048][INFO] Epoch[6/15], loss:0.3978, CE loss:0.3978
[2024-12-24 14:21:43,049][INFO] Epoch[6/15], train B-acc: 0.6263(0.5533-0.7017), test B-acc: 0.6154(0.5385-0.7045)
[2024-12-24 14:21:43,049][INFO] Epoch[6/15], train AUC: 0.8660(0.7871-0.9248), test AUC: 0.7714(0.6405-0.8710)
[2024-12-24 14:23:24,699][INFO] Epoch[7/15], loss:0.3898, CE loss:0.3898
[2024-12-24 14:23:24,699][INFO] Epoch[7/15], train B-acc: 0.6772(0.5962-0.7616), test B-acc: 0.6136(0.5370-0.7045)
[2024-12-24 14:23:24,699][INFO] Epoch[7/15], train AUC: 0.8770(0.7986-0.9379), test AUC: 0.7864(0.6590-0.8864)
[2024-12-24 14:25:00,893][INFO] Epoch[8/15], loss:0.3814, CE loss:0.3814
[2024-12-24 14:25:00,894][INFO] Epoch[8/15], train B-acc: 0.6913(0.6132-0.7759), test B-acc: 0.6136(0.5435-0.6957)
[2024-12-24 14:25:00,894][INFO] Epoch[8/15], train AUC: 0.8943(0.8257-0.9474), test AUC: 0.8008(0.6918-0.8911)
[2024-12-24 14:26:36,332][INFO] Epoch[9/15], loss:0.3734, CE loss:0.3734
[2024-12-24 14:26:36,333][INFO] Epoch[9/15], train B-acc: 0.7053(0.6298-0.7881), test B-acc: 0.6346(0.5500-0.7143)
[2024-12-24 14:26:36,333][INFO] Epoch[9/15], train AUC: 0.9063(0.8410-0.9564), test AUC: 0.8153(0.7113-0.9051)
