[2024-11-28 10:44:33,310][INFO] Running PROJECT: CRC-DX, P LEARNING RATE: 0.001, OPTIMIZER: ADAMW, NUM EPOCHS: 15, BATCH SIZE: 64, DEVICES: cuda, SMOOTHING: 0.1
[2024-11-28 10:44:33,311][INFO] params["in_chans"]=[200, 16]
[2024-11-28 10:44:33,311][INFO] params["dims"]=[512, 512]
[2024-11-28 10:44:33,312][INFO] params["out_chans"]=[16, 8]
[2024-11-28 10:44:33,312][INFO] params["heads"]=[8, 4]
[2024-11-28 10:44:33,312][INFO] params["dropout"]=[0.8, 0.4, 0.4]
[2024-11-28 10:47:18,571][INFO] Epoch[1/15], loss:0.6622, CE loss:0.6622
[2024-11-28 10:47:18,572][INFO] Epoch[1/15], train B-acc: 0.8836(0.8128-0.9411), test B-acc: 0.7888(0.6901-0.8831)
[2024-11-28 10:47:18,572][INFO] Epoch[1/15], train weighted-f1: 0.9316(0.8982-0.9591), test weighted-f1: 0.8492(0.7668-0.9151)
[2024-11-28 10:47:18,572][INFO] Epoch[1/15], train AUC: 0.9643(0.9310-0.9868), test AUC: 0.8770(0.7861-0.9439)
[2024-11-28 10:49:24,813][INFO] Epoch[2/15], loss:0.5731, CE loss:0.5731
[2024-11-28 10:49:24,813][INFO] Epoch[2/15], train B-acc: 0.8128(0.7817-0.8453), test B-acc: 0.7396(0.6469-0.8171)
[2024-11-28 10:49:24,813][INFO] Epoch[2/15], train weighted-f1: 0.7280(0.6798-0.7757), test weighted-f1: 0.6889(0.6014-0.7722)
[2024-11-28 10:49:24,813][INFO] Epoch[2/15], train AUC: 0.9878(0.9741-0.9965), test AUC: 0.8867(0.8065-0.9451)
[2024-11-28 10:51:32,762][INFO] Epoch[3/15], loss:0.5448, CE loss:0.5448
[2024-11-28 10:51:32,762][INFO] Epoch[3/15], train B-acc: 0.9615(0.9425-0.9776), test B-acc: 0.7901(0.6975-0.8747)
[2024-11-28 10:51:32,762][INFO] Epoch[3/15], train weighted-f1: 0.9391(0.9111-0.9632), test weighted-f1: 0.7910(0.7109-0.8624)
[2024-11-28 10:51:32,762][INFO] Epoch[3/15], train AUC: 0.9946(0.9863-0.9991), test AUC: 0.8976(0.8224-0.9578)
[2024-11-28 10:53:40,272][INFO] Epoch[4/15], loss:0.5408, CE loss:0.5408
[2024-11-28 10:53:40,273][INFO] Epoch[4/15], train B-acc: 0.9662(0.9335-0.9885), test B-acc: 0.7688(0.6690-0.8564)
[2024-11-28 10:53:40,273][INFO] Epoch[4/15], train weighted-f1: 0.9593(0.9370-0.9811), test weighted-f1: 0.8237(0.7458-0.8907)
[2024-11-28 10:53:40,273][INFO] Epoch[4/15], train AUC: 0.9955(0.9890-0.9994), test AUC: 0.9002(0.8281-0.9531)
