[2024-12-03 14:47:45,252][INFO] Running PROJECT: CRC-DX, P LEARNING RATE: 0.001, OPTIMIZER: ADAMW, NUM EPOCHS: 15, BATCH SIZE: 64, DEVICES: cuda, SMOOTHING: 0.1
[2024-12-03 14:47:45,253][INFO] params["in_chans"]=[200, 16]
[2024-12-03 14:47:45,253][INFO] params["dims"]=[512, 512]
[2024-12-03 14:47:45,253][INFO] params["out_chans"]=[16, 8]
[2024-12-03 14:47:45,253][INFO] params["heads"]=[8, 4]
[2024-12-03 14:47:45,253][INFO] params["dropout"]=[0.8, 0.4, 0.4]
[2024-12-03 14:50:28,981][INFO] Epoch[1/15], loss:0.6721, CE loss:0.6721
[2024-12-03 14:50:28,982][INFO] Epoch[1/15], train B-acc: 0.8799(0.8390-0.9122), test B-acc: 0.7484(0.6540-0.8369)
[2024-12-03 14:50:28,982][INFO] Epoch[1/15], train weighted-f1: 0.8373(0.7963-0.8723), test weighted-f1: 0.7362(0.6579-0.8142)
[2024-12-03 14:50:28,991][INFO] Epoch[1/15], train AUC: 0.9658(0.9321-0.9876), test AUC: 0.8460(0.7358-0.9282)
[2024-12-03 14:53:12,675][INFO] Epoch[2/15], loss:0.5658, CE loss:0.5658
[2024-12-03 14:53:12,675][INFO] Epoch[2/15], train B-acc: 0.9050(0.8786-0.9276), test B-acc: 0.7857(0.6903-0.8600)
[2024-12-03 14:53:12,675][INFO] Epoch[2/15], train weighted-f1: 0.8587(0.8219-0.8908), test weighted-f1: 0.7680(0.6856-0.8354)
[2024-12-03 14:53:12,675][INFO] Epoch[2/15], train AUC: 0.9924(0.9829-0.9981), test AUC: 0.8732(0.7729-0.9424)
[2024-12-03 14:55:56,124][INFO] Epoch[3/15], loss:0.5313, CE loss:0.5313
[2024-12-03 14:55:56,125][INFO] Epoch[3/15], train B-acc: 0.8995(0.8727-0.9258), test B-acc: 0.7688(0.6776-0.8438)
[2024-12-03 14:55:56,125][INFO] Epoch[3/15], train weighted-f1: 0.8509(0.8133-0.8875), test weighted-f1: 0.7296(0.6434-0.8100)
[2024-12-03 14:55:56,125][INFO] Epoch[3/15], train AUC: 0.9963(0.9901-0.9997), test AUC: 0.8525(0.7425-0.9319)
