[2025-01-21 16:54:32,081][INFO] Running PROJECT: CRC-DX, P LEARNING RATE: 0.0001, OPTIMIZER: ADAMW, NUM EPOCHS: 80, BATCH SIZE: 2048, DEVICES: cuda, SMOOTHING: 0.25
[2025-01-21 16:54:32,081][INFO] params["in_chans"]=[200, 16]
[2025-01-21 16:54:32,081][INFO] params["dims"]=[512, 512]
[2025-01-21 16:54:32,083][INFO] params["out_chans"]=[16, 8]
[2025-01-21 16:54:32,083][INFO] params["heads"]=[8, 4]
[2025-01-21 16:54:32,083][INFO] params["dropout"]=[0.8, 0.4, 0.4]
[2025-01-21 16:56:30,124][INFO] Epoch[1/80], loss:0.5810, CE loss:0.5810
[2025-01-21 16:56:30,125][INFO] Epoch[1/80], train B-acc: 0.5000(0.5000-0.5000), test B-acc: 0.5000(0.5000-0.5000)
[2025-01-21 16:56:30,125][INFO] Epoch[1/80], train AUC: 0.5674(0.4583-0.6643), test AUC: 0.6047(0.4813-0.7261)
[2025-01-21 16:58:44,001][INFO] Epoch[2/80], loss:0.5473, CE loss:0.5473
[2025-01-21 16:58:44,001][INFO] Epoch[2/80], train B-acc: 0.5000(0.5000-0.5000), test B-acc: 0.5000(0.5000-0.5000)
[2025-01-21 16:58:44,001][INFO] Epoch[2/80], train AUC: 0.6574(0.5362-0.7575), test AUC: 0.6276(0.4958-0.7514)
[2025-01-21 17:00:53,253][INFO] Epoch[3/80], loss:0.5385, CE loss:0.5385
[2025-01-21 17:00:53,254][INFO] Epoch[3/80], train B-acc: 0.5000(0.5000-0.5000), test B-acc: 0.5000(0.5000-0.5000)
[2025-01-21 17:00:53,254][INFO] Epoch[3/80], train AUC: 0.7009(0.6000-0.8005), test AUC: 0.6643(0.5214-0.7947)
[2025-01-21 17:03:48,052][INFO] Epoch[4/80], loss:0.5315, CE loss:0.5315
[2025-01-21 17:03:48,052][INFO] Epoch[4/80], train B-acc: 0.5000(0.5000-0.5000), test B-acc: 0.5000(0.5000-0.5000)
[2025-01-21 17:03:48,052][INFO] Epoch[4/80], train AUC: 0.7279(0.6328-0.8192), test AUC: 0.6654(0.5337-0.7936)
[2025-01-21 17:06:48,861][INFO] Epoch[5/80], loss:0.5269, CE loss:0.5269
[2025-01-21 17:06:48,862][INFO] Epoch[5/80], train B-acc: 0.5000(0.5000-0.5000), test B-acc: 0.5000(0.5000-0.5000)
[2025-01-21 17:06:48,862][INFO] Epoch[5/80], train AUC: 0.7526(0.6548-0.8493), test AUC: 0.6737(0.5329-0.7909)
[2025-01-21 17:08:41,457][INFO] Epoch[6/80], loss:0.5226, CE loss:0.5226
[2025-01-21 17:08:41,457][INFO] Epoch[6/80], train B-acc: 0.5000(0.5000-0.5000), test B-acc: 0.5000(0.5000-0.5000)
[2025-01-21 17:08:41,457][INFO] Epoch[6/80], train AUC: 0.7706(0.6750-0.8604), test AUC: 0.6785(0.5469-0.8015)
[2025-01-21 17:10:30,248][INFO] Epoch[7/80], loss:0.5186, CE loss:0.5186
[2025-01-21 17:10:30,249][INFO] Epoch[7/80], train B-acc: 0.5250(0.5000-0.5694), test B-acc: 0.5000(0.5000-0.5000)
[2025-01-21 17:10:30,249][INFO] Epoch[7/80], train AUC: 0.7887(0.6918-0.8666), test AUC: 0.6898(0.5576-0.8023)
[2025-01-21 17:12:36,705][INFO] Epoch[8/80], loss:0.5153, CE loss:0.5153
[2025-01-21 17:12:36,706][INFO] Epoch[8/80], train B-acc: 0.5349(0.4977-0.5833), test B-acc: 0.5000(0.5000-0.5000)
[2025-01-21 17:12:36,706][INFO] Epoch[8/80], train AUC: 0.8021(0.7147-0.8805), test AUC: 0.7013(0.5696-0.8130)
[2025-01-21 17:14:27,275][INFO] Epoch[9/80], loss:0.5125, CE loss:0.5125
[2025-01-21 17:14:27,275][INFO] Epoch[9/80], train B-acc: 0.5485(0.5079-0.6040), test B-acc: 0.5370(0.5000-0.5968)
