[2024-12-22 10:23:18,310][INFO] Running PROJECT: CRC-DX, P LEARNING RATE: 0.001, OPTIMIZER: ADAMW, NUM EPOCHS: 15, BATCH SIZE: 2048, DEVICES: cuda, SMOOTHING: 0.1
[2024-12-22 10:23:18,310][INFO] params["in_chans"]=[200, 16]
[2024-12-22 10:23:18,311][INFO] params["dims"]=[512, 512]
[2024-12-22 10:23:18,311][INFO] params["out_chans"]=[16, 8]
[2024-12-22 10:23:18,311][INFO] params["heads"]=[8, 4]
[2024-12-22 10:23:18,311][INFO] params["dropout"]=[0.8, 0.4, 0.4]
[2024-12-22 10:24:46,805][INFO] Epoch[1/15], loss:1.0612, CE loss:1.0612
[2024-12-22 10:24:46,806][INFO] Epoch[1/15], train B-acc: 0.5000(0.5000-0.5000), test B-acc: 0.5000(0.5000-0.5000)
[2024-12-22 10:24:46,806][INFO] Epoch[1/15], train AUC: 0.7130(0.6014-0.8133), test AUC: 0.5771(0.4412-0.7165)
[2024-12-22 10:26:18,437][INFO] Epoch[2/15], loss:0.5925, CE loss:0.5925
[2024-12-22 10:26:18,438][INFO] Epoch[2/15], train B-acc: 0.5000(0.5000-0.5000), test B-acc: 0.5000(0.5000-0.5000)
[2024-12-22 10:26:18,438][INFO] Epoch[2/15], train AUC: 0.7596(0.6604-0.8474), test AUC: 0.6592(0.5200-0.7850)
[2024-12-22 10:27:51,211][INFO] Epoch[3/15], loss:0.4518, CE loss:0.4518
[2024-12-22 10:27:51,212][INFO] Epoch[3/15], train B-acc: 0.5994(0.5374-0.6707), test B-acc: 0.6136(0.5400-0.7045)
[2024-12-22 10:27:51,212][INFO] Epoch[3/15], train AUC: 0.7899(0.6986-0.8709), test AUC: 0.7173(0.5823-0.8317)
